#article_name 	topic_name1,topic_prop1	topic_name2,topic_prop2...
Nikolái_Rimski-Kórsakov	music/orchestra,0.5524947023694856	generic,0.26661529570410325	family,0.08167983047582354	literature,0.03775765748410711	politics/art,0.015796570988248892	empire/religion,0.012714313234444231	war/ancient,0.01252167212483144	royalty,0.010017337699865151	music/rock,0.008090926603737237	film,0.0023116933153534964
Nine_Inch_Nails	music/rock,0.6908713692946058	generic,0.19553941908713693	family,0.03890041493775934	film,0.026452282157676348	literature,0.015300829875518672	politics/art,0.011151452282157677	music/orchestra,0.008558091286307055	war/ancient,0.007002074688796681	empire/religion,0.0038900414937759337	royalty,0.00233402489626556
Nirvana_(banda)	music/rock,0.6811036252807187	generic,0.17035611164581327	family,0.04138594802694899	film,0.030478023740776388	literature,0.021174205967276226	politics/art,0.02021174205967276	music/orchestra,0.013795316008982997	war/ancient,0.009624639076034648	empire/religion,0.007699711260827719	royalty,0.004170676932948348
Noël_Coward	music/orchestra,0.26346433770014555	film,0.1950509461426492	literature,0.1804949053857351	music/rock,0.13537117903930132	generic,0.08151382823871907	family,0.05167394468704512	royalty,0.05021834061135371	politics/art,0.020378457059679767	war/ancient,0.013828238719068414	empire/religion,0.008005822416302766
Offa_de_Mercia	empire/religion,0.5314401622718052	generic,0.2647058823529412	royalty,0.0537525354969574	family,0.04563894523326572	literature,0.02636916835699797	politics/art,0.02332657200811359	music/orchestra,0.015212981744421906	war/ancient,0.015212981744421906	film,0.012170385395537525	music/rock,0.012170385395537525
Olga_Aleksándrovna_Románova	royalty,0.3533834586466165	family,0.14285714285714285	music/orchestra,0.07518796992481203	generic,0.06766917293233082	film,0.06766917293233082	empire/religion,0.06766917293233082	literature,0.06766917293233082	war/ancient,0.06015037593984962	music/rock,0.05263157894736842	politics/art,0.045112781954887216
Olga_Nikolaevna_de_Rusia_(1895-1918)	family,0.46238938053097345	royalty,0.19469026548672566	generic,0.12831858407079647	war/ancient,0.048672566371681415	music/orchestra,0.035398230088495575	empire/religion,0.035398230088495575	film,0.02654867256637168	literature,0.02654867256637168	music/rock,0.022123893805309734	politics/art,0.01991150442477876
Oliver_Wendell_Holmes	literature,0.21951219512195122	family,0.17073170731707318	war/ancient,0.12195121951219512	film,0.08943089430894309	music/rock,0.08943089430894309	royalty,0.08130081300813008	empire/religion,0.06504065040650407	generic,0.056910569105691054	politics/art,0.056910569105691054	music/orchestra,0.04878048780487805
Olivia_Manning	literature,0.4168176875679594	generic,0.24555998550199348	family,0.17198260239217109	war/ancient,0.06071040231968104	royalty,0.02899601304820587	film,0.027727437477346864	politics/art,0.017397607828923523	empire/religion,0.012504530627038782	music/orchestra,0.010511054729974628	music/rock,0.007792678506705328
Olivier_Messiaen	music/orchestra,0.5873846920967339	generic,0.1805036150585889	family,0.08526551982049364	literature,0.0481176763899277	politics/art,0.03340812764896534	empire/religion,0.017452006980802792	music/rock,0.01670406382448267	film,0.011967090501121914	war/ancient,0.010471204188481676	royalty,0.008726003490401396
Opeth	music/rock,0.6901931649331352	generic,0.12927191679049035	family,0.06537890044576523	film,0.03417533432392273	music/orchestra,0.020059435364041606	literature,0.018573551263001486	politics/art,0.01337295690936107	royalty,0.01263001485884101	war/ancient,0.010401188707280832	empire/religion,0.005943536404160475
Ozzie_Smith	film,0.4735202492211838	generic,0.205607476635514	family,0.07165109034267912	politics/art,0.06853582554517133	music/rock,0.040498442367601244	war/ancient,0.040498442367601244	music/orchestra,0.028037383177570093	empire/religion,0.028037383177570093	literature,0.024922118380062305	royalty,0.018691588785046728
Pat_Nixon	family,0.20220588235294118	generic,0.18382352941176472	film,0.17647058823529413	royalty,0.1213235294117647	politics/art,0.09926470588235294	war/ancient,0.08823529411764706	empire/religion,0.04044117647058824	music/rock,0.03308823529411765	literature,0.029411764705882353	music/orchestra,0.025735294117647058
Paul_Kane	film,0.25	politics/art,0.11904761904761904	generic,0.10714285714285714	family,0.08333333333333333	music/rock,0.08333333333333333	literature,0.08333333333333333	royalty,0.08333333333333333	empire/religion,0.07142857142857142	music/orchestra,0.05952380952380952	war/ancient,0.05952380952380952
Paulino_de_York	empire/religion,0.6195652173913043	generic,0.17632850241545894	family,0.06038647342995169	royalty,0.051932367149758456	music/rock,0.021739130434782608	literature,0.01932367149758454	politics/art,0.018115942028985508	music/orchestra,0.014492753623188406	war/ancient,0.010869565217391304	film,0.007246376811594203
Pearl_Jam	music/rock,0.6077608809648662	generic,0.21735710540115363	family,0.06056633455689565	film,0.03932878867330886	politics/art,0.030152071316203462	music/orchestra,0.013633980073413739	literature,0.012847404299947561	war/ancient,0.008127949659150499	empire/religion,0.0057682223387519665	royalty,0.004457262716308337
Pedro_Álvares_Cabral	empire/religion,0.3071983778303481	generic,0.27137546468401486	war/ancient,0.20344711051030753	family,0.12200067590402162	royalty,0.03345724907063197	politics/art,0.033119297059817504	literature,0.01486988847583643	music/orchestra,0.007434944237918215	film,0.004731328151402501	music/rock,0.0023656640757012504
Pedro_II_de_Brasil	generic,0.327846975088968	family,0.2873665480427046	royalty,0.1492437722419929	empire/religion,0.09008007117437722	war/ancient,0.07984875444839858	literature,0.022686832740213523	politics/art,0.019572953736654804	music/orchestra,0.012677935943060499	film,0.0064501779359430605	music/rock,0.004225978647686833
Penda_de_Mercia	empire/religion,0.4765625	generic,0.1171875	family,0.0703125	war/ancient,0.0625	literature,0.0546875	royalty,0.0546875	politics/art,0.046875	film,0.0390625	music/orchestra,0.0390625	music/rock,0.0390625
Pericles	war/ancient,0.4397530864197531	generic,0.3135802469135803	family,0.10987654320987654	empire/religion,0.07802469135802469	literature,0.015061728395061728	music/orchestra,0.013827160493827161	politics/art,0.009382716049382716	film,0.009135802469135803	royalty,0.007160493827160494	music/rock,0.004197530864197531
Peter_Heywood	war/ancient,0.40070921985815605	generic,0.19858156028368795	family,0.09574468085106383	royalty,0.08156028368794327	politics/art,0.05673758865248227	music/orchestra,0.0425531914893617	empire/religion,0.0425531914893617	music/rock,0.031914893617021274	film,0.024822695035460994	literature,0.024822695035460994
Peter_Jennings	music/rock,0.17333333333333334	politics/art,0.12	film,0.12	literature,0.10666666666666667	family,0.09333333333333334	war/ancient,0.09333333333333334	generic,0.08	royalty,0.08	music/orchestra,0.06666666666666667	empire/religion,0.06666666666666667
Pham_Ngoc_Thao	war/ancient,0.504950495049505	generic,0.22882288228822883	politics/art,0.07260726072607261	family,0.0627062706270627	royalty,0.045104510451045104	empire/religion,0.026402640264026403	film,0.020902090209020903	music/rock,0.013201320132013201	literature,0.013201320132013201	music/orchestra,0.0121012101210121
Phil_Hartman	film,0.4398496240601504	family,0.11779448621553884	generic,0.11528822055137844	music/rock,0.10651629072681704	literature,0.06265664160401002	politics/art,0.05388471177944862	royalty,0.05263157894736842	music/orchestra,0.02631578947368421	war/ancient,0.012531328320802004	empire/religion,0.012531328320802004
Pierre_Rossier	politics/art,0.4989177489177489	generic,0.21428571428571427	family,0.10281385281385282	war/ancient,0.049783549783549784	film,0.03354978354978355	literature,0.03354978354978355	royalty,0.022727272727272728	music/orchestra,0.021645021645021644	empire/religion,0.011904761904761904	music/rock,0.010822510822510822
Piotr_Ilich_Chaikovski	music/orchestra,0.47151898734177217	generic,0.2869198312236287	family,0.1460970464135021	literature,0.03375527426160337	royalty,0.017668776371308016	empire/religion,0.01608649789029536	politics/art,0.011339662447257384	war/ancient,0.00870253164556962	film,0.004746835443037975	music/rock,0.0031645569620253164
Piotr_Ilich_Chaikovski_y_el_Círculo_Beliáyev	music/orchestra,0.5085296506904955	generic,0.31275385865150285	family,0.09179528838342811	war/ancient,0.016246953696181964	literature,0.015434606011372868	film,0.012185215272136474	music/rock,0.012185215272136474	empire/religion,0.011372867587327376	politics/art,0.010560519902518278	royalty,0.008935824532900082
Piotr_Ilich_Chaikovski_y_Los_Cinco	music/orchestra,0.5333333333333333	generic,0.3351145038167939	family,0.06921119592875317	empire/religion,0.012977099236641221	war/ancient,0.012213740458015267	music/rock,0.010178117048346057	politics/art,0.008396946564885497	royalty,0.0066157760814249365	film,0.0061068702290076335	literature,0.0058524173027989825
Pixies	music/rock,0.7124476361460204	generic,0.14721723518850988	family,0.06014362657091562	film,0.02154398563734291	politics/art,0.014961101137043686	music/orchestra,0.014063435068821066	literature,0.011071214841412328	empire/religion,0.00718132854578097	royalty,0.00718132854578097	war/ancient,0.004189108318372232
Pío_XII	empire/religion,0.3071986607142857	generic,0.22377232142857142	family,0.15736607142857142	war/ancient,0.11802455357142858	royalty,0.06501116071428571	politics/art,0.04603794642857143	music/orchestra,0.037109375	literature,0.027622767857142856	film,0.010323660714285714	music/rock,0.007533482142857143
Powderfinger	music/rock,0.5783132530120482	film,0.060240963855421686	family,0.05421686746987952	politics/art,0.04819277108433735	empire/religion,0.04819277108433735	royalty,0.04819277108433735	generic,0.04216867469879518	music/orchestra,0.04216867469879518	literature,0.04216867469879518	war/ancient,0.03614457831325301
Preity_Zinta	film,0.5963756177924218	generic,0.11696869851729819	family,0.085667215815486	literature,0.05848434925864909	politics/art,0.04612850082372323	music/rock,0.032948929159802305	war/ancient,0.019769357495881382	empire/religion,0.019769357495881382	royalty,0.016474464579901153	music/orchestra,0.007413509060955519
R.E.M.	music/rock,0.695143358689292	generic,0.14628437682855472	family,0.04388531304856641	film,0.035693387946167346	politics/art,0.022235225277940317	literature,0.017554125219426564	war/ancient,0.012873025160912814	music/orchestra,0.00994733762434172	empire/religion,0.008191925102399064	royalty,0.008191925102399064
Rachel_Carson	generic,0.32231404958677684	literature,0.14049586776859505	family,0.11983471074380166	war/ancient,0.10330578512396695	music/orchestra,0.09504132231404959	film,0.06198347107438017	politics/art,0.049586776859504134	royalty,0.04132231404958678	music/rock,0.03305785123966942	empire/religion,0.03305785123966942
Radiohead	music/rock,0.6704270749395649	generic,0.18372280419016923	film,0.0346494762288477	family,0.032769272092398605	music/orchestra,0.0273972602739726	literature,0.016384636046199302	politics/art,0.015310233682514102	war/ancient,0.0069836153639538006	empire/religion,0.0069836153639538006	royalty,0.005372011818426001
Ram_Narayan	politics/art,0.23225806451612904	film,0.15483870967741936	music/rock,0.13548387096774195	royalty,0.13548387096774195	music/orchestra,0.09032258064516129	generic,0.06451612903225806	literature,0.05161290322580645	family,0.04516129032258064	war/ancient,0.04516129032258064	empire/religion,0.04516129032258064
Ramón_Emeterio_Betances	politics/art,0.3612167300380228	generic,0.24461343472750316	family,0.15842839036755388	war/ancient,0.07224334600760456	royalty,0.06928601605407689	literature,0.03506548373468526	empire/religion,0.033375580904098014	music/orchestra,0.01351922264469793	film,0.008449514152936205	music/rock,0.0038022813688212928
Rebecca_Clarke	music/orchestra,0.373134328358209	politics/art,0.09701492537313433	music/rock,0.08955223880597014	literature,0.08208955223880597	generic,0.07462686567164178	family,0.06716417910447761	empire/religion,0.06716417910447761	film,0.05223880597014925	royalty,0.05223880597014925	war/ancient,0.04477611940298507
Reese_Witherspoon	film,0.497538562520512	generic,0.15753199868723333	family,0.14768624876928127	music/rock,0.07778142435182146	literature,0.05021332458155563	politics/art,0.032490974729241874	royalty,0.013784049885132918	music/orchestra,0.009845749917952083	war/ancient,0.008861174926156876	empire/religion,0.00426649163111257
Ricardo_II_de_Inglaterra	royalty,0.5040871934604905	generic,0.13896457765667575	family,0.11716621253405994	empire/religion,0.07901907356948229	politics/art,0.043596730245231606	war/ancient,0.0326975476839237	music/orchestra,0.02997275204359673	music/rock,0.021798365122615803	film,0.01634877384196185	literature,0.01634877384196185
Richard_Dannatt	war/ancient,0.3565340909090909	generic,0.3053977272727273	royalty,0.09232954545454546	family,0.07386363636363637	literature,0.04403409090909091	politics/art,0.03551136363636364	empire/religion,0.03125	music/rock,0.02556818181818182	film,0.02130681818181818	music/orchestra,0.014204545454545454
Richard_Hakluyt	literature,0.31645569620253167	music/rock,0.1518987341772152	royalty,0.10970464135021098	politics/art,0.09282700421940929	war/ancient,0.0759493670886076	music/orchestra,0.06751054852320675	empire/religion,0.05063291139240506	family,0.046413502109704644	generic,0.046413502109704644	film,0.04219409282700422
Robert_Catesby	royalty,0.42770034843205573	generic,0.27047038327526135	family,0.13806620209059234	empire/religion,0.06750871080139373	war/ancient,0.03092334494773519	politics/art,0.021341463414634148	literature,0.018292682926829267	film,0.010017421602787456	music/rock,0.008275261324041812	music/orchestra,0.007404181184668989
Robert_Falcon_Scott	war/ancient,0.4110617958347559	generic,0.29156708774325707	family,0.1300785250938887	royalty,0.04813929668828952	literature,0.04643222942983954	music/orchestra,0.02321611471491977	film,0.01604643222942984	empire/religion,0.015705018777739842	politics/art,0.012290884260839878	music/rock,0.0054626152270399455
Robert_Peake_el_Viejo	politics/art,0.2786037491919845	generic,0.2068519715578539	royalty,0.18293471234647704	family,0.18034906270200388	empire/religion,0.04395604395604396	music/orchestra,0.03167420814479638	literature,0.02456367162249515	film,0.02068519715578539	music/rock,0.01809954751131222	war/ancient,0.012281835811247576
Roger_Waters	music/rock,0.5415150512735692	generic,0.15977505788951374	family,0.0724445914654317	film,0.058220310949388024	music/orchestra,0.03969566655640092	war/ancient,0.03804168044988422	literature,0.035395302679457494	royalty,0.02844856103208733	politics/art,0.01885544161429044	empire/religion,0.007608336089976844
Rogers_Hornsby	film,0.5298013245033113	generic,0.2163355408388521	music/rock,0.04856512141280353	politics/art,0.039735099337748346	war/ancient,0.037527593818984545	music/orchestra,0.033112582781456956	empire/religion,0.02869757174392936	family,0.024282560706401765	royalty,0.024282560706401765	literature,0.017660044150110375
Roman_Vishniac	family,0.1676300578034682	politics/art,0.16184971098265896	war/ancient,0.15606936416184972	music/orchestra,0.14450867052023122	generic,0.08670520231213873	literature,0.08092485549132948	royalty,0.06358381502890173	film,0.05202312138728324	empire/religion,0.046242774566473986	music/rock,0.04046242774566474
Ronald_Niel_Stuart	war/ancient,0.3291139240506329	generic,0.10126582278481013	literature,0.10126582278481013	royalty,0.10126582278481013	music/orchestra,0.0949367088607595	politics/art,0.06962025316455696	film,0.06329113924050633	family,0.056962025316455694	music/rock,0.05063291139240506	empire/religion,0.03164556962025317
Rudolf_Caracciola	film,0.39915966386554624	generic,0.15546218487394958	family,0.09243697478991597	war/ancient,0.07563025210084033	royalty,0.07563025210084033	politics/art,0.0546218487394958	music/orchestra,0.05042016806722689	literature,0.037815126050420166	empire/religion,0.03361344537815126	music/rock,0.025210084033613446
Rudolf_Vrba	war/ancient,0.2961672473867596	generic,0.18815331010452963	family,0.10801393728222997	music/orchestra,0.08710801393728224	film,0.08013937282229965	empire/religion,0.06968641114982578	politics/art,0.0627177700348432	literature,0.05226480836236934	music/rock,0.0313588850174216	royalty,0.024390243902439025
Rudolf_Wolters	war/ancient,0.42986152919927756	generic,0.2781456953642384	family,0.12161348585189645	politics/art,0.0716435881998796	literature,0.025285972305839857	film,0.023479831426851294	music/orchestra,0.01625526791089705	royalty,0.015051173991571343	empire/religion,0.013847080072245636	music/rock,0.00481637567730283
Rudolph_Cartier	film,0.413855421686747	generic,0.1819277108433735	literature,0.10843373493975904	family,0.08072289156626505	music/orchestra,0.07771084337349397	music/rock,0.05240963855421687	war/ancient,0.03433734939759036	royalty,0.024096385542168676	politics/art,0.016867469879518072	empire/religion,0.00963855421686747
Rufus_Wilmot_Griswold	family,0.42748091603053434	generic,0.24261533355459675	literature,0.21838698971125126	royalty,0.019249917026219716	music/orchestra,0.018918021905077995	music/rock,0.018254231662794558	war/ancient,0.017590441420511117	film,0.016262860935944243	politics/art,0.01261201460338533	empire/religion,0.0086292731496847
Rush	music/rock,0.6838089855891495	generic,0.16869172082509185	film,0.03532071206555524	family,0.031929923707261935	politics/art,0.025430912687199773	literature,0.01949703306018649	music/orchestra,0.016953941791466517	royalty,0.008194405199208816	war/ancient,0.005651313930488839	empire/religion,0.004521051144391071
Russell_T_Davies	film,0.46948775055679287	generic,0.16733481811432813	literature,0.13184855233853007	family,0.11997030438010393	music/rock,0.06622123236822569	war/ancient,0.012620638455827766	royalty,0.009948032665181886	politics/art,0.008760207869339273	music/orchestra,0.0071269487750556795	empire/religion,0.0066815144766146995
Rutherford_B._Hayes	politics/art,0.2775193798449612	war/ancient,0.25426356589147286	generic,0.13953488372093023	royalty,0.07906976744186046	family,0.07286821705426356	film,0.06976744186046512	music/rock,0.03255813953488372	empire/religion,0.027906976744186046	literature,0.027906976744186046	music/orchestra,0.018604651162790697
S.H.E	film,0.38078703703703703	music/rock,0.2673611111111111	generic,0.125	family,0.09490740740740741	politics/art,0.05092592592592592	war/ancient,0.028935185185185185	literature,0.016203703703703703	royalty,0.015046296296296295	music/orchestra,0.01273148148148148	empire/religion,0.008101851851851851
Sadruddin_Aga_Khan	politics/art,0.3486020226055919	generic,0.2016656751933373	family,0.12016656751933373	war/ancient,0.08506841165972635	royalty,0.07555026769779893	literature,0.05770374776918501	empire/religion,0.045211183819155266	music/orchestra,0.02558001189767995	film,0.02379535990481856	music/rock,0.01665675193337299
Samantha_Smith	family,0.33304721030042916	generic,0.24892703862660945	war/ancient,0.20858369098712445	politics/art,0.05836909871244635	film,0.041201716738197426	literature,0.02575107296137339	music/rock,0.024892703862660945	empire/religion,0.02145922746781116	royalty,0.019742489270386267	music/orchestra,0.018025751072961373
Samuel_Johnson	literature,0.3254950495049505	family,0.25123762376237624	generic,0.23514851485148514	royalty,0.053836633663366336	empire/religion,0.038366336633663366	music/orchestra,0.023514851485148515	politics/art,0.022896039603960396	music/rock,0.02103960396039604	war/ancient,0.01547029702970297	film,0.012995049504950494
Sandy_Koufax	film,0.6774193548387096	generic,0.20833333333333334	family,0.038978494623655914	music/rock,0.026881720430107527	war/ancient,0.012768817204301076	politics/art,0.011088709677419355	empire/religion,0.007728494623655914	literature,0.00739247311827957	royalty,0.005376344086021506	music/orchestra,0.004032258064516129
Sarah_Churchill	royalty,0.5547445255474452	generic,0.09854014598540146	family,0.08394160583941605	literature,0.06934306569343066	politics/art,0.040145985401459854	music/orchestra,0.0364963503649635	war/ancient,0.032846715328467155	empire/religion,0.032846715328467155	music/rock,0.029197080291970802	film,0.021897810218978103
Sarah_Trimmer	literature,0.588012801862089	generic,0.2080302589467559	family,0.12016293279022404	royalty,0.02327611288914751	music/orchestra,0.012510910677916789	empire/religion,0.011347105033459412	film,0.010765202211230724	politics/art,0.009310445155659005	war/ancient,0.009310445155659005	music/rock,0.007273785277858598
Sasha_(DJ)	music/rock,0.566412213740458	generic,0.09923664122137404	literature,0.0732824427480916	politics/art,0.06564885496183206	film,0.061068702290076333	family,0.04732824427480916	music/orchestra,0.03816793893129771	royalty,0.021374045801526718	war/ancient,0.013740458015267175	empire/religion,0.013740458015267175
Satyajit_Ray	film,0.32019704433497537	generic,0.23715693173821253	family,0.14637579169598874	literature,0.09781843771991555	music/orchestra,0.06263194933145672	politics/art,0.047149894440534836	music/rock,0.03518648838845883	empire/religion,0.025334271639690358	war/ancient,0.014778325123152709	royalty,0.013370865587614356
Sebastian_Shaw	film,0.2708333333333333	literature,0.22093023255813954	generic,0.1618217054263566	family,0.10222868217054264	music/orchestra,0.07800387596899225	music/rock,0.07751937984496124	royalty,0.03827519379844961	war/ancient,0.02131782945736434	politics/art,0.020348837209302327	empire/religion,0.00872093023255814
Selena_Quintanilla_Pérez	politics/art,0.2903225806451613	music/rock,0.22415219189412738	family,0.17121588089330025	generic,0.1282051282051282	film,0.09263854425144748	music/orchestra,0.02481389578163772	war/ancient,0.02315963606286187	literature,0.021505376344086023	royalty,0.01488833746898263	empire/religion,0.009098428453267164
Sex_Pistols	music/rock,0.5367461430575035	generic,0.24698457223001402	family,0.10406732117812062	film,0.030434782608695653	literature,0.01991584852734923	royalty,0.01697054698457223	politics/art,0.015007012622720898	music/orchestra,0.014165497896213184	war/ancient,0.008555399719495092	empire/religion,0.007152875175315568
Shelton_Benjamin	politics/art,0.7060686015831135	film,0.11503957783641161	music/rock,0.07282321899736148	generic,0.06385224274406333	family,0.010026385224274407	literature,0.008970976253298154	war/ancient,0.0079155672823219	empire/religion,0.006860158311345646	music/orchestra,0.00474934036939314	royalty,0.0036939313984168864
Shen_Kuo	politics/art,0.20463320463320464	literature,0.16216216216216217	war/ancient,0.14671814671814673	generic,0.12355212355212356	empire/religion,0.09652509652509653	family,0.07722007722007722	royalty,0.06563706563706563	music/orchestra,0.05019305019305019	film,0.04247104247104247	music/rock,0.03088803088803089
Sigi_Schmid	film,0.5186915887850467	politics/art,0.09813084112149532	music/rock,0.08878504672897196	generic,0.056074766355140186	music/orchestra,0.0514018691588785	royalty,0.04672897196261682	family,0.04205607476635514	literature,0.037383177570093455	war/ancient,0.03271028037383177	empire/religion,0.028037383177570093
Silverchair	music/rock,0.6152055857253685	generic,0.15205585725368503	family,0.06283941039565555	film,0.055857253685027156	literature,0.03413498836307215	politics/art,0.030256012412723042	music/orchestra,0.02017067494181536	empire/religion,0.01008533747090768	royalty,0.01008533747090768	war/ancient,0.009309542280837859
Simeón_I_de_Bulgaria	empire/religion,0.5464333781965006	generic,0.19291161956034095	war/ancient,0.10856886496186631	family,0.05114401076716016	royalty,0.03454463885150292	politics/art,0.019291161956034097	literature,0.017496635262449527	film,0.011664423508299685	music/orchestra,0.010767160161507403	music/rock,0.007178106774338268
Simon_Bolivar_Buckner	war/ancient,0.21774193548387097	politics/art,0.18548387096774194	empire/religion,0.12096774193548387	royalty,0.08064516129032258	family,0.07258064516129033	generic,0.07258064516129033	music/rock,0.07258064516129033	literature,0.07258064516129033	film,0.056451612903225805	music/orchestra,0.04838709677419355
Slayer	music/rock,0.6318589956767542	generic,0.18456933821084137	family,0.07682075157964749	film,0.025939474559361488	war/ancient,0.01962088460259395	literature,0.015630196208846026	politics/art,0.012637179913535085	music/orchestra,0.012637179913535085	empire/religion,0.011639507815098104	royalty,0.008646491519787164
Stan_Musial	film,0.6097560975609756	generic,0.1669793621013133	politics/art,0.04878048780487805	family,0.04127579737335835	war/ancient,0.04127579737335835	literature,0.0225140712945591	music/rock,0.01876172607879925	empire/religion,0.01876172607879925	music/orchestra,0.016885553470919325	royalty,0.0150093808630394
Stanley_Holloway	film,0.2938271604938272	music/rock,0.18765432098765433	literature,0.145679012345679	music/orchestra,0.07901234567901234	generic,0.0691358024691358	politics/art,0.06666666666666667	royalty,0.06172839506172839	family,0.04691358024691358	war/ancient,0.037037037037037035	empire/religion,0.012345679012345678
Stede_Bonnet	war/ancient,0.43415906127770537	generic,0.1877444589308996	family,0.1121251629726206	royalty,0.07561929595827901	literature,0.05867014341590613	empire/religion,0.041720990873533245	politics/art,0.02998696219035202	music/rock,0.02607561929595828	film,0.01955671447196871	music/orchestra,0.014341590612777053
Stephen_Crane	literature,0.2692307692307692	family,0.21794871794871795	war/ancient,0.10576923076923077	film,0.08333333333333333	generic,0.07692307692307693	politics/art,0.07051282051282051	music/orchestra,0.060897435897435896	music/rock,0.057692307692307696	empire/religion,0.03205128205128205	royalty,0.02564102564102564
Stereolab	music/rock,0.7279279279279279	generic,0.10342342342342342	family,0.0363963963963964	music/orchestra,0.03567567567567568	literature,0.032432432432432434	politics/art,0.025225225225225224	film,0.018738738738738738	royalty,0.007927927927927928	empire/religion,0.0075675675675675675	war/ancient,0.0046846846846846845
Steve_Bruce	film,0.5027027027027027	generic,0.08108108108108109	music/rock,0.07567567567567568	royalty,0.07567567567567568	music/orchestra,0.06486486486486487	politics/art,0.05405405405405406	literature,0.04864864864864865	family,0.03783783783783784	empire/religion,0.032432432432432434	war/ancient,0.02702702702702703
Stigand	empire/religion,0.4876543209876543	generic,0.20781893004115226	royalty,0.14506172839506173	family,0.06893004115226338	politics/art,0.018518518518518517	music/orchestra,0.01748971193415638	music/rock,0.015432098765432098	war/ancient,0.015432098765432098	literature,0.012345679012345678	film,0.01131687242798354
Strapping_Young_Lad	music/rock,0.5855855855855856	generic,0.08108108108108109	film,0.07207207207207207	politics/art,0.04504504504504504	music/orchestra,0.04504504504504504	war/ancient,0.04054054054054054	empire/religion,0.04054054054054054	literature,0.04054054054054054	royalty,0.02702702702702703	family,0.02252252252252252
Suleiman_Kanuni	empire/religion,0.4116347569955817	generic,0.22385861561119294	war/ancient,0.11524300441826216	family,0.0857879234167894	royalty,0.07253313696612666	politics/art,0.05154639175257732	literature,0.021354933726067747	music/orchestra,0.012150220913107511	music/rock,0.0033136966126656848	film,0.002577319587628866
Sviatoslav_I_de_Kiev	empire/religion,0.5166537567776918	generic,0.1735089078233927	family,0.09295120061967467	royalty,0.0627420604182804	war/ancient,0.05964368706429125	politics/art,0.030983733539891558	music/orchestra,0.027885360185902403	literature,0.020914020139426802	music/rock,0.0077459333849728895	film,0.006971340046475601
Sylvanus_Morley	politics/art,0.2914653784219002	generic,0.20611916264090177	family,0.14009661835748793	war/ancient,0.1111111111111111	literature,0.09500805152979067	film,0.05152979066022544	empire/religion,0.040257648953301126	music/rock,0.02254428341384863	music/orchestra,0.020933977455716585	royalty,0.020933977455716585
Talbot_Baines_Reed	literature,0.6303030303030303	music/rock,0.06868686868686869	royalty,0.052525252525252523	family,0.050505050505050504	film,0.050505050505050504	generic,0.046464646464646465	politics/art,0.03232323232323232	music/orchestra,0.03232323232323232	war/ancient,0.020202020202020204	empire/religion,0.01616161616161616
Terámenes	war/ancient,0.5283232628398792	generic,0.32326283987915405	family,0.0649546827794562	empire/religion,0.030966767371601207	literature,0.0222809667673716	music/orchestra,0.009818731117824773	film,0.006419939577039275	politics/art,0.0056646525679758305	royalty,0.004531722054380665	music/rock,0.0037764350453172208
Teresa_Cristina_de_Borbón_y_Dos_Sicilias	family,0.439906260462002	generic,0.2474054235018413	royalty,0.1874790759959826	empire/religion,0.041848008034817544	war/ancient,0.022765316370940744	politics/art,0.020756611985269503	music/orchestra,0.013726146635420154	literature,0.012721794442584533	film,0.009373953799799129	music/rock,0.004017408771342484
The_Greencards	music/rock,0.6528884462151394	generic,0.11553784860557768	film,0.08366533864541832	literature,0.04332669322709164	family,0.03934262948207171	music/orchestra,0.025896414342629483	politics/art,0.01693227091633466	war/ancient,0.00846613545816733	royalty,0.00846613545816733	empire/religion,0.005478087649402391
The_Kinks	music/rock,0.6245901639344262	generic,0.20127504553734063	family,0.06520947176684881	film,0.03788706739526412	literature,0.03278688524590164	politics/art,0.013114754098360656	music/orchestra,0.012021857923497269	empire/religion,0.005100182149362477	war/ancient,0.004553734061930784	royalty,0.0034608378870673953
The_Orb	music/rock,0.6428571428571429	generic,0.07142857142857142	film,0.052795031055900624	music/orchestra,0.046583850931677016	literature,0.043478260869565216	politics/art,0.037267080745341616	family,0.031055900621118012	royalty,0.027950310559006212	empire/religion,0.024844720496894408	war/ancient,0.021739130434782608
The_Smashing_Pumpkins	music/rock,0.693815331010453	generic,0.15548780487804878	family,0.052700348432055746	film,0.023083623693379792	music/orchestra,0.01916376306620209	literature,0.01916376306620209	politics/art,0.012630662020905924	empire/religion,0.012630662020905924	royalty,0.006533101045296167	war/ancient,0.004790940766550522
The_Wiggles	music/rock,0.2953020134228188	film,0.2348993288590604	generic,0.10738255033557047	family,0.06711409395973154	politics/art,0.06711409395973154	war/ancient,0.06711409395973154	literature,0.04697986577181208	music/orchestra,0.040268456375838924	empire/religion,0.040268456375838924	royalty,0.03355704697986577
Thích_Quảng_Đức	war/ancient,0.42524377031419286	generic,0.2562296858071506	family,0.09804983748645721	empire/religion,0.06175514626218852	politics/art,0.060130010834236185	film,0.028169014084507043	royalty,0.02437703141928494	music/rock,0.023293607800650054	literature,0.014084507042253521	music/orchestra,0.00866738894907909
Thomas_Baker_(aviador)	war/ancient,0.48211243611584326	generic,0.1695059625212947	film,0.1524701873935264	family,0.05536626916524702	royalty,0.030664395229982964	empire/religion,0.029812606473594547	politics/art,0.028960817717206135	music/rock,0.022998296422487224	literature,0.02129471890971039	music/orchestra,0.0068143100511073255
