#article_name 	topic_name1,topic_prop1	topic_name2,topic_prop2...
Lawrence_Sullivan_Ross	politics,0.22857142857142856	film/tv,0.12857142857142856	music,0.1	sports,0.08571428571428572	orchestra,0.08571428571428572	royalty,0.08571428571428572	royalty/religion,0.07142857142857142	art,0.07142857142857142	literature,0.07142857142857142	military,0.07142857142857142
Lazar_Lissitzky	art,0.4447058823529412	military,0.10823529411764705	politics,0.09176470588235294	music,0.07294117647058823	film/tv,0.06823529411764706	literature,0.0611764705882353	orchestra,0.04470588235294118	royalty/religion,0.03764705882352941	sports,0.03764705882352941	royalty,0.03294117647058824
Lazare_Ponticelli	politics,0.2938643702906351	military,0.232508073196986	literature,0.1377825618945102	art,0.11517761033369214	royalty,0.08288482238966631	orchestra,0.04951560818083961	sports,0.02798708288482239	film/tv,0.02691065662002153	royalty/religion,0.01829924650161464	music,0.015069967707212056
Lee_Smith_(baseball)	sports,0.5064935064935064	politics,0.09740259740259741	royalty,0.05844155844155844	military,0.05844155844155844	music,0.05844155844155844	film/tv,0.05194805194805195	literature,0.045454545454545456	orchestra,0.045454545454545456	royalty/religion,0.03896103896103896	art,0.03896103896103896
Len_Hutton	sports,0.4716981132075472	literature,0.0880503144654088	royalty/religion,0.06918238993710692	film/tv,0.06918238993710692	orchestra,0.06918238993710692	music,0.06289308176100629	politics,0.05660377358490566	royalty,0.0440251572327044	military,0.03773584905660377	art,0.031446540880503145
Leo_Ornstein	royalty,0.12658227848101267	art,0.11392405063291139	film/tv,0.10126582278481013	sports,0.10126582278481013	orchestra,0.10126582278481013	military,0.10126582278481013	music,0.10126582278481013	royalty/religion,0.08860759493670886	politics,0.08860759493670886	literature,0.0759493670886076
Leslie_Richard_Groves	politics,0.3401360544217687	military,0.14965986394557823	film/tv,0.11564625850340136	music,0.09523809523809523	sports,0.06802721088435375	royalty/religion,0.05442176870748299	art,0.047619047619047616	orchestra,0.047619047619047616	literature,0.04081632653061224	royalty,0.04081632653061224
Lisa_Gherardini	art,0.41779497098646035	literature,0.21760154738878143	military,0.12572533849129594	royalty,0.07833655705996131	royalty/religion,0.05222437137330754	politics,0.039651837524177946	orchestra,0.025145067698259187	sports,0.0183752417794971	film/tv,0.017408123791102514	music,0.007736943907156673
Louis_Alexandre_de_Battenberg	royalty,0.5981735159817352	politics,0.0593607305936073	military,0.0593607305936073	royalty/religion,0.0502283105022831	art,0.0502283105022831	orchestra,0.045662100456621	film/tv,0.0410958904109589	literature,0.0365296803652968	music,0.0319634703196347	sports,0.0273972602739726
Louise_du_Royaume-Uni_(1848-1939)	royalty,0.49514563106796117	sports,0.08737864077669903	literature,0.06796116504854369	art,0.05339805825242718	politics,0.05339805825242718	military,0.05339805825242718	music,0.05339805825242718	film/tv,0.04854368932038835	orchestra,0.04854368932038835	royalty/religion,0.038834951456310676
Luc_Bourdon_(hockey_sur_glace)	sports,0.7253731343283583	military,0.07263681592039802	royalty,0.03781094527363184	literature,0.03681592039800995	orchestra,0.03383084577114428	royalty/religion,0.024875621890547265	politics,0.022885572139303482	art,0.01791044776119403	film/tv,0.015920398009950248	music,0.011940298507462687
Luís_Alves_de_Lima_e_Silva	politics,0.34623655913978496	military,0.32903225806451614	royalty,0.12043010752688173	literature,0.05161290322580645	sports,0.04086021505376344	art,0.034408602150537634	royalty/religion,0.02795698924731183	film/tv,0.021505376344086023	orchestra,0.017204301075268817	music,0.010752688172043012
Maggie_Gyllenhaal	film/tv,0.5719557195571956	music,0.08302583025830258	politics,0.07011070110701106	literature,0.06826568265682657	royalty,0.05350553505535055	art,0.042435424354243544	orchestra,0.03690036900369004	military,0.03690036900369004	sports,0.025830258302583026	royalty/religion,0.01107011070110701
Magic_Johnson	sports,0.7875288683602771	military,0.04849884526558892	literature,0.04387990762124711	film/tv,0.03695150115473441	music,0.028868360277136258	royalty,0.013856812933025405	politics,0.012702078521939953	art,0.011547344110854504	orchestra,0.010392609699769052	royalty/religion,0.005773672055427252
Manuel_Ier_Comnène	military,0.7219123505976096	royalty/religion,0.10464807436918991	literature,0.07224435590969455	royalty,0.05046480743691899	politics,0.015405046480743692	film/tv,0.010889774236387782	art,0.009827357237715804	sports,0.006640106241699867	orchestra,0.0058432934926958835	music,0.0021248339973439574
Marcus_Hanna	politics,0.2054794520547945	music,0.1232876712328767	royalty,0.1095890410958904	military,0.1095890410958904	orchestra,0.0958904109589041	film/tv,0.0821917808219178	royalty/religion,0.0684931506849315	sports,0.0684931506849315	art,0.0684931506849315	literature,0.0684931506849315
Marcus_Trescothick	sports,0.1875	film/tv,0.109375	royalty,0.109375	royalty/religion,0.09375	orchestra,0.09375	military,0.09375	art,0.078125	literature,0.078125	politics,0.078125	music,0.078125
Mariano_Rivera	sports,0.6869244935543278	military,0.06629834254143646	music,0.049723756906077346	politics,0.04419889502762431	orchestra,0.0423572744014733	film/tv,0.03130755064456722	literature,0.029465930018416207	art,0.020257826887661142	royalty,0.016574585635359115	royalty/religion,0.01289134438305709
Marie-Amélie_du_Brésil	royalty,0.5450054884742042	military,0.18441273326015367	literature,0.16136114160263446	art,0.03677277716794731	orchestra,0.02854006586169045	politics,0.013172338090010977	royalty/religion,0.00823271130625686	sports,0.00823271130625686	film/tv,0.007683863885839737	music,0.006586169045005488
Marie_II_d'Angleterre	royalty,0.5508798775822494	military,0.1943381790359602	literature,0.12318286151491967	royalty/religion,0.0252486610558531	music,0.022953328232593728	orchestra,0.02218821729150727	film/tv,0.019892884468247895	politics,0.018362662586074982	sports,0.015302218821729151	art,0.0076511094108645756
Mario_Vargas_Llosa	art,0.2680851063829787	literature,0.26170212765957446	military,0.15319148936170213	politics,0.10957446808510639	film/tv,0.0574468085106383	orchestra,0.04468085106382979	sports,0.04148936170212766	royalty,0.036170212765957444	royalty/religion,0.018085106382978722	music,0.009574468085106383
Mark_Kerry	sports,0.3793103448275862	politics,0.09195402298850575	art,0.08045977011494253	music,0.08045977011494253	orchestra,0.06896551724137931	military,0.06896551724137931	royalty/religion,0.05747126436781609	film/tv,0.05747126436781609	literature,0.05747126436781609	royalty,0.05747126436781609
Mark_Tonelli	sports,0.3253012048192771	politics,0.10843373493975904	orchestra,0.0963855421686747	music,0.0963855421686747	art,0.07228915662650602	royalty/religion,0.060240963855421686	film/tv,0.060240963855421686	literature,0.060240963855421686	royalty,0.060240963855421686	military,0.060240963855421686
Martha_Layne_Collins	politics,0.15384615384615385	film/tv,0.13846153846153847	royalty/religion,0.1076923076923077	music,0.1076923076923077	art,0.09230769230769231	royalty,0.09230769230769231	sports,0.07692307692307693	literature,0.07692307692307693	orchestra,0.07692307692307693	military,0.07692307692307693
Martin_Brodeur	sports,0.9043771043771044	military,0.02558922558922559	literature,0.014141414141414142	music,0.011447811447811448	film/tv,0.010774410774410775	art,0.010101010101010102	orchestra,0.009427609427609427	politics,0.0053872053872053875	royalty/religion,0.0047138047138047135	royalty,0.00404040404040404
Martin_Bucer	literature,0.4782608695652174	military,0.20137299771167047	royalty/religion,0.10297482837528604	art,0.06636155606407322	royalty,0.057208237986270026	orchestra,0.029748283752860413	politics,0.018306636155606407	music,0.018306636155606407	film/tv,0.013729977116704805	sports,0.013729977116704805
Mary_Anning	literature,0.34811529933481156	art,0.2638580931263858	military,0.12638580931263857	royalty,0.09312638580931264	orchestra,0.04878048780487805	politics,0.037694013303769404	film/tv,0.03547671840354767	sports,0.019955654101995565	royalty/religion,0.013303769401330377	music,0.013303769401330377
Mary_de_Teck	royalty,0.6808988764044944	literature,0.12471910112359551	military,0.1	royalty/religion,0.021348314606741574	art,0.019101123595505618	orchestra,0.014606741573033709	music,0.012359550561797753	sports,0.011235955056179775	film/tv,0.007865168539325843	politics,0.007865168539325843
Masako_Katsura	orchestra,0.20238095238095238	sports,0.13095238095238096	royalty,0.09523809523809523	military,0.09523809523809523	royalty/religion,0.08333333333333333	art,0.08333333333333333	literature,0.08333333333333333	politics,0.08333333333333333	film/tv,0.07142857142857142	music,0.07142857142857142
Matthew_Brettingham	orchestra,0.15	art,0.1375	film/tv,0.1	literature,0.1	politics,0.1	military,0.1	royalty/religion,0.0875	sports,0.0875	royalty,0.075	music,0.0625
Maxime_le_Confesseur	royalty/religion,0.3368237347294939	military,0.24607329842931938	literature,0.20593368237347295	art,0.05759162303664921	sports,0.04537521815008726	politics,0.038394415357766144	royalty,0.027923211169284468	orchestra,0.019197207678883072	film/tv,0.012216404886561954	music,0.010471204188481676
Maximien_Hercule	military,0.7732806844356697	royalty/religion,0.06482395524843698	literature,0.05890095426127016	royalty,0.039157617637380716	politics,0.02073050345508391	art,0.013162224415926292	orchestra,0.010200723922342876	film/tv,0.008226390259953932	sports,0.007239223428759461	music,0.0042777229351760445
Maynard_James_Keenan	music,0.64568345323741	literature,0.07553956834532374	film/tv,0.05935251798561151	politics,0.050359712230215826	military,0.046762589928057555	orchestra,0.039568345323741004	art,0.023381294964028777	sports,0.02158273381294964	royalty/religion,0.019784172661870502	royalty,0.017985611510791366
Mário_de_Andrade	art,0.28699551569506726	literature,0.19730941704035873	orchestra,0.11659192825112108	royalty,0.11210762331838565	military,0.07174887892376682	sports,0.053811659192825115	politics,0.053811659192825115	film/tv,0.04932735426008968	royalty/religion,0.03139013452914798	music,0.026905829596412557
Mellitus	royalty/religion,0.5966029723991507	military,0.14437367303609341	literature,0.09766454352441614	royalty,0.04670912951167728	politics,0.025477707006369428	art,0.02335456475583864	orchestra,0.021231422505307854	music,0.016985138004246284	sports,0.014861995753715499	film/tv,0.012738853503184714
Meshuggah	music,0.5454545454545454	military,0.17084639498432602	literature,0.09561128526645768	sports,0.050156739811912224	film/tv,0.045454545454545456	art,0.02821316614420063	orchestra,0.02664576802507837	royalty,0.01567398119122257	royalty/religion,0.0109717868338558	politics,0.0109717868338558
Michael_Balzary	music,0.6611526147278548	film/tv,0.12540021344717184	literature,0.06990394877267876	sports,0.03255069370330843	military,0.029882604055496264	art,0.02294557097118463	royalty,0.02294557097118463	orchestra,0.0144076840981857	politics,0.0144076840981857	royalty/religion,0.0064034151547491995
Michael_Gomez	sports,0.2962962962962963	film/tv,0.14814814814814814	orchestra,0.09259259259259259	military,0.09259259259259259	royalty,0.08333333333333333	politics,0.06481481481481481	music,0.06481481481481481	royalty/religion,0.05555555555555555	art,0.05555555555555555	literature,0.046296296296296294
Mike_Jackson	politics,0.21333333333333335	music,0.13333333333333333	film/tv,0.09333333333333334	art,0.09333333333333334	orchestra,0.09333333333333334	military,0.09333333333333334	royalty/religion,0.08	sports,0.06666666666666667	literature,0.06666666666666667	royalty,0.06666666666666667
Minnie_Pwerle	art,0.28187919463087246	literature,0.2080536912751678	orchestra,0.09395973154362416	sports,0.0738255033557047	politics,0.0738255033557047	military,0.0738255033557047	royalty,0.06711409395973154	royalty/religion,0.04697986577181208	film/tv,0.040268456375838924	music,0.040268456375838924
Miranda_Otto	film/tv,0.5621019108280255	literature,0.12261146496815287	music,0.1106687898089172	sports,0.04936305732484077	military,0.04219745222929936	politics,0.04060509554140127	orchestra,0.02308917197452229	art,0.022292993630573247	royalty,0.01592356687898089	royalty/religion,0.011146496815286623
Moe_Berg	sports,0.20945945945945946	politics,0.16891891891891891	film/tv,0.12162162162162163	literature,0.11486486486486487	royalty,0.08108108108108109	music,0.08108108108108109	art,0.07432432432432433	orchestra,0.06756756756756757	military,0.0472972972972973	royalty/religion,0.033783783783783786
Mohammed_Abdul_Karim	royalty,0.4215568862275449	military,0.22694610778443114	literature,0.21017964071856288	politics,0.045508982035928146	art,0.02874251497005988	sports,0.017964071856287425	film/tv,0.017365269461077845	royalty/religion,0.016766467065868262	orchestra,0.008383233532934131	music,0.006586826347305389
Motörhead	music,0.7402409638554217	literature,0.0872289156626506	military,0.052048192771084335	sports,0.04385542168674699	film/tv,0.023614457831325302	art,0.018795180722891568	politics,0.014939759036144579	royalty,0.007228915662650603	royalty/religion,0.006746987951807229	orchestra,0.005301204819277108
Mozart_en_Italie	orchestra,0.27074235807860264	military,0.1703056768558952	literature,0.1615720524017467	art,0.08733624454148471	royalty,0.08733624454148471	royalty/religion,0.0611353711790393	politics,0.048034934497816595	sports,0.039301310043668124	music,0.039301310043668124	film/tv,0.034934497816593885
Murasaki_Shikibu	literature,0.38839285714285715	art,0.18303571428571427	royalty,0.08928571428571429	military,0.08928571428571429	royalty/religion,0.06696428571428571	film/tv,0.04017857142857143	orchestra,0.04017857142857143	sports,0.03571428571428571	politics,0.03571428571428571	music,0.03125
Myles_Standish	military,0.2564885496183206	royalty,0.22137404580152673	literature,0.183206106870229	politics,0.14045801526717558	film/tv,0.0549618320610687	orchestra,0.0549618320610687	royalty/religion,0.035114503816793895	sports,0.02748091603053435	music,0.013740458015267175	art,0.012213740458015267
Nancy_Cartwright_(actrice)	film/tv,0.595679012345679	music,0.13477366255144033	literature,0.07613168724279835	military,0.053497942386831275	sports,0.0360082304526749	politics,0.03292181069958848	art,0.027777777777777776	royalty,0.01748971193415638	orchestra,0.01440329218106996	royalty/religion,0.01131687242798354
Nancy_Reagan	film/tv,0.28353658536585363	politics,0.1524390243902439	music,0.14634146341463414	royalty,0.11280487804878049	literature,0.09146341463414634	art,0.06707317073170732	military,0.04573170731707317	sports,0.039634146341463415	orchestra,0.039634146341463415	royalty/religion,0.021341463414634148
Natalie_Clifford_Barney	literature,0.2997737556561086	art,0.19004524886877827	film/tv,0.1255656108597285	royalty,0.08823529411764706	military,0.08823529411764706	orchestra,0.08484162895927602	sports,0.04751131221719457	music,0.032805429864253395	royalty/religion,0.021493212669683258	politics,0.021493212669683258
Nathaniel_Parker_Willis	literature,0.47076023391812866	film/tv,0.16447368421052633	music,0.097953216374269	politics,0.06798245614035088	military,0.06578947368421052	art,0.04312865497076023	royalty,0.03874269005847953	orchestra,0.025584795321637425	sports,0.01827485380116959	royalty/religion,0.007309941520467836
Nick_Adenhart	sports,0.45108695652173914	film/tv,0.08695652173913043	music,0.08695652173913043	literature,0.07065217391304347	military,0.07065217391304347	politics,0.06521739130434782	orchestra,0.05434782608695652	art,0.043478260869565216	royalty/religion,0.03804347826086957	royalty,0.03260869565217391
Nick_Drake	music,0.4472811671087533	literature,0.3057029177718833	military,0.10344827586206896	orchestra,0.04774535809018567	film/tv,0.026525198938992044	sports,0.020888594164456233	politics,0.015251989389920425	art,0.013925729442970823	royalty,0.009946949602122016	royalty/religion,0.009283819628647215
Nicky_Barr	politics,0.25925925925925924	sports,0.23148148148148148	royalty,0.08333333333333333	music,0.08333333333333333	military,0.07407407407407407	orchestra,0.06481481481481481	film/tv,0.05555555555555555	literature,0.05555555555555555	royalty/religion,0.046296296296296294	art,0.046296296296296294
Nicolo_Giraud	literature,0.5058823529411764	military,0.10588235294117647	orchestra,0.07058823529411765	art,0.052941176470588235	politics,0.052941176470588235	film/tv,0.047058823529411764	royalty,0.047058823529411764	royalty/religion,0.041176470588235294	sports,0.041176470588235294	music,0.03529411764705882
Nigel_Kneale	film/tv,0.4311377245508982	royalty,0.08982035928143713	music,0.08982035928143713	art,0.08383233532934131	sports,0.059880239520958084	literature,0.059880239520958084	orchestra,0.059880239520958084	royalty/religion,0.05389221556886228	politics,0.041916167664670656	military,0.029940119760479042
Nikita_Filatov	sports,0.7076023391812866	art,0.06432748538011696	politics,0.04678362573099415	military,0.03508771929824561	royalty/religion,0.029239766081871343	orchestra,0.02631578947368421	royalty,0.02631578947368421	literature,0.023391812865497075	music,0.023391812865497075	film/tv,0.017543859649122806
Nikita_Khrouchtchev	politics,0.49127465857359637	military,0.2967880627212949	literature,0.1267071320182094	art,0.05627212948912494	royalty/religion,0.006196256954982296	music,0.005690440060698027	sports,0.005311077389984826	film/tv,0.004552352048558422	orchestra,0.00417298937784522	royalty,0.0030349013657056147
Nikita_Zotov	royalty,0.18888888888888888	royalty/religion,0.13333333333333333	literature,0.13333333333333333	military,0.1	orchestra,0.08888888888888889	politics,0.08888888888888889	film/tv,0.07777777777777778	art,0.06666666666666667	music,0.06666666666666667	sports,0.05555555555555555
Nikolaï_Rimski-Korsakov	orchestra,0.4890625	literature,0.2696875	military,0.135	art,0.0465625	politics,0.0178125	royalty,0.015625	music,0.0128125	film/tv,0.0050	royalty/religion,0.004375	sports,0.0040625
Nine_Inch_Nails	music,0.6861211951968724	literature,0.13711253839709578	military,0.06311086288746161	film/tv,0.03574420552918179	sports,0.02820441217537001	art,0.02122312203295169	orchestra,0.014521083496230103	politics,0.005864283719631388	royalty,0.004468025691147724	royalty/religion,0.0036302708740575257
Nirvana_(groupe)	music,0.735367683841921	literature,0.09154577288644322	military,0.06753376688344172	film/tv,0.030015007503751877	politics,0.015507753876938469	art,0.015007503751875938	royalty/religion,0.01250625312656328	sports,0.01250625312656328	orchestra,0.01200600300150075	royalty,0.0080040020010005
Noël_Coward	film/tv,0.5827205882352942	music,0.17095588235294118	literature,0.08272058823529412	orchestra,0.03308823529411765	politics,0.03308823529411765	art,0.029411764705882353	royalty,0.022058823529411766	royalty/religion,0.016544117647058824	sports,0.014705882352941176	military,0.014705882352941176
Oengus_Ier	royalty/religion,0.627906976744186	military,0.1893687707641196	politics,0.04318936877076412	sports,0.03986710963455149	royalty,0.02823920265780731	literature,0.026578073089700997	art,0.013289036544850499	music,0.011627906976744186	film/tv,0.009966777408637873	orchestra,0.009966777408637873
Offa_de_Mercie	royalty/religion,0.52046783625731	military,0.13450292397660818	royalty,0.08771929824561403	literature,0.05847953216374269	orchestra,0.04093567251461988	film/tv,0.03508771929824561	art,0.03508771929824561	sports,0.029239766081871343	politics,0.029239766081871343	music,0.029239766081871343
Olga_Alexandrovna_de_Russie	royalty,0.38388625592417064	art,0.2772511848341232	politics,0.07345971563981042	literature,0.06635071090047394	orchestra,0.052132701421800945	music,0.037914691943127965	sports,0.030805687203791468	military,0.02843601895734597	royalty/religion,0.026066350710900472	film/tv,0.023696682464454975
Olga_Nikolaïevna_de_Russie_(1895-1918)	royalty,0.4412442396313364	literature,0.24942396313364054	military,0.17799539170506912	art,0.03859447004608295	sports,0.021889400921658985	royalty/religion,0.020161290322580645	politics,0.016129032258064516	orchestra,0.014976958525345621	film/tv,0.012096774193548387	music,0.007488479262672811
Oliver_Wendell_Holmes	politics,0.1588785046728972	art,0.1308411214953271	military,0.1308411214953271	literature,0.102803738317757	royalty/religion,0.09345794392523364	royalty,0.09345794392523364	film/tv,0.08411214953271028	orchestra,0.08411214953271028	sports,0.07476635514018691	music,0.04672897196261682
Olivia_Shakespear	film/tv,0.1761006289308176	royalty,0.1509433962264151	literature,0.14465408805031446	orchestra,0.11320754716981132	politics,0.11320754716981132	art,0.08176100628930817	military,0.06289308176100629	royalty/religion,0.05660377358490566	sports,0.05660377358490566	music,0.0440251572327044
Olivier_Messiaen	orchestra,0.5622443015780245	literature,0.14611338398597312	art,0.09059029807130334	film/tv,0.043834015195791935	royalty,0.043834015195791935	military,0.037405026300409115	music,0.032144944476914086	royalty/religion,0.02571595558153127	sports,0.010520163646990065	politics,0.007597895967270602
Opeth	music,0.688622754491018	literature,0.12215568862275449	military,0.06467065868263473	sports,0.025149700598802394	art,0.025149700598802394	orchestra,0.025149700598802394	royalty/religion,0.01437125748502994	film/tv,0.013173652694610778	royalty,0.010778443113772455	politics,0.010778443113772455
Oswald_Watt	politics,0.366120218579235	orchestra,0.09836065573770492	military,0.09836065573770492	music,0.09836065573770492	sports,0.08196721311475409	royalty/religion,0.07650273224043716	film/tv,0.0546448087431694	royalty,0.0546448087431694	literature,0.04371584699453552	art,0.0273224043715847
Ozzie_Smith	sports,0.4132231404958678	film/tv,0.10743801652892562	royalty/religion,0.08264462809917356	royalty,0.0743801652892562	politics,0.0743801652892562	music,0.06611570247933884	art,0.049586776859504134	literature,0.049586776859504134	orchestra,0.04132231404958678	military,0.04132231404958678
Pat_Nixon	politics,0.3262591067469116	literature,0.3177066835603421	military,0.151092809629395	film/tv,0.06968641114982578	royalty,0.03896103896103896	art,0.028508077288565095	music,0.025657269559708585	orchestra,0.018688628444726005	sports,0.015837820715869498	royalty/religion,0.007602153943617358
Paul_Collingwood	sports,0.42276422764227645	music,0.12195121951219512	royalty/religion,0.08130081300813008	orchestra,0.08130081300813008	film/tv,0.06504065040650407	literature,0.056910569105691054	politics,0.04878048780487805	art,0.04065040650406504	royalty,0.04065040650406504	military,0.04065040650406504
Paul_Kane	art,0.2706766917293233	politics,0.13533834586466165	sports,0.12030075187969924	military,0.12030075187969924	film/tv,0.09774436090225563	literature,0.07518796992481203	music,0.05639097744360902	orchestra,0.05263157894736842	royalty/religion,0.03759398496240601	royalty,0.03383458646616541
Paul_Nobuo_Tatsuguchi	art,0.25077978789769184	military,0.23331253898939489	politics,0.2264504054897068	literature,0.20087336244541484	music,0.023705552089831567	royalty,0.01933873986275733	royalty/religion,0.016219588271990017	sports,0.009981285090455396	orchestra,0.009981285090455396	film/tv,0.009357454772301934
Paul_Stastny	sports,0.6134020618556701	art,0.06701030927835051	film/tv,0.05670103092783505	royalty,0.05670103092783505	politics,0.041237113402061855	literature,0.03608247422680412	music,0.03608247422680412	royalty/religion,0.030927835051546393	orchestra,0.030927835051546393	military,0.030927835051546393
Paulin_d'York	royalty/religion,0.6589147286821705	military,0.1343669250645995	literature,0.07235142118863049	royalty,0.03229974160206718	politics,0.029715762273901807	music,0.020671834625323	art,0.015503875968992248	sports,0.012919896640826873	film/tv,0.011627906976744186	orchestra,0.011627906976744186
Pearl_Jam	music,0.6987389070527791	literature,0.09901914992993928	military,0.07239607659971976	film/tv,0.03503035964502569	sports,0.02475478748248482	orchestra,0.022886501634750117	royalty/religion,0.014946286781877626	politics,0.014946286781877626	art,0.008874357776739842	royalty,0.008407286314806165
Pedro_Álvares_Cabral	military,0.433464345873105	orchestra,0.27961819202695115	royalty,0.07580011229646266	literature,0.07523862998315553	politics,0.05221785513756317	royalty/religion,0.039303761931499155	sports,0.015721504772599662	art,0.012352610892756879	music,0.010106681639528355	film/tv,0.006176305446378439
Penda	royalty/religion,0.6748001682793437	military,0.20992848127892302	literature,0.06226335717290703	politics,0.014724442574673959	sports,0.010096760622633571	royalty,0.009676062263357174	art,0.00715187210769878	film/tv,0.004627681952040387	music,0.0037862852334875894	orchestra,0.002944888514934792
Percy_Grainger	orchestra,0.36909871244635195	music,0.18025751072961374	literature,0.1301859799713877	film/tv,0.11301859799713877	military,0.05150214592274678	politics,0.05007153075822604	royalty,0.03862660944206009	art,0.034334763948497854	royalty/religion,0.017167381974248927	sports,0.015736766809728183
Peter_Evans_(natation)	sports,0.47572815533980584	orchestra,0.07766990291262135	politics,0.07766990291262135	film/tv,0.05825242718446602	art,0.05825242718446602	music,0.05825242718446602	royalty/religion,0.04854368932038835	literature,0.04854368932038835	royalty,0.04854368932038835	military,0.04854368932038835
Peter_Heywood	orchestra,0.3557422969187675	military,0.19607843137254902	literature,0.0896358543417367	politics,0.0784313725490196	film/tv,0.06722689075630252	royalty,0.06722689075630252	music,0.047619047619047616	art,0.036414565826330535	sports,0.03361344537815126	royalty/religion,0.028011204481792718
Peter_Jeffrey_(militaire_australien)	politics,0.45408163265306123	military,0.08673469387755102	art,0.08163265306122448	sports,0.07653061224489796	royalty,0.07142857142857142	orchestra,0.061224489795918366	music,0.061224489795918366	royalty/religion,0.04081632653061224	film/tv,0.03571428571428571	literature,0.030612244897959183
Peter_Jennings	literature,0.2516778523489933	film/tv,0.19798657718120805	politics,0.1342281879194631	sports,0.12080536912751678	military,0.09060402684563758	music,0.06375838926174497	royalty/religion,0.050335570469798654	royalty,0.03691275167785235	art,0.026845637583892617	orchestra,0.026845637583892617
Périclès	military,0.5747477118047407	literature,0.3067355080966909	politics,0.035203003989673784	art,0.021121802393804272	royalty/religion,0.01830556207463037	orchestra,0.01478526167566299	sports,0.012438394743018071	royalty,0.007509974184463741	film/tv,0.005867167331612298	music,0.0032856137057028865
Phil_Hartman	film/tv,0.4222222222222222	music,0.21666666666666667	sports,0.09444444444444444	literature,0.07222222222222222	art,0.04722222222222222	politics,0.041666666666666664	orchestra,0.027777777777777776	royalty,0.027777777777777776	royalty/religion,0.025	military,0.025
Philétas	literature,0.37891077636152953	art,0.3070683661645423	military,0.10312862108922363	royalty/religion,0.0880648899188876	royalty,0.027809965237543453	film/tv,0.02549246813441483	orchestra,0.0220162224797219	sports,0.01853997682502897	politics,0.015063731170336037	music,0.013904982618771726
Pie_XII	military,0.30525319451017513	royalty/religion,0.26833885470894464	art,0.16031708471367723	literature,0.14895882631329863	politics,0.0776147657359205	royalty,0.01822053951727402	film/tv,0.00709891150023663	music,0.0060340747752011354	sports,0.0049692380501656416	orchestra,0.003194510175106484
Pierre_II_du_Brésil	military,0.43358288770053477	royalty,0.21561497326203208	literature,0.21026737967914438	politics,0.06780748663101605	art,0.031657754010695184	orchestra,0.016684491978609627	royalty/religion,0.008770053475935829	film/tv,0.0074866310160427805	sports,0.004919786096256685	music,0.0032085561497326204
Pierre_Rossier	art,0.5339602925809822	military,0.1536050156739812	literature,0.14420062695924765	politics,0.0522466039707419	orchestra,0.03134796238244514	royalty,0.022988505747126436	music,0.0219435736677116	film/tv,0.014629049111807733	royalty/religion,0.013584117032392894	sports,0.011494252873563218
Piotr_Ilitch_Tchaïkovski	orchestra,0.42933618843683086	literature,0.22483940042826553	military,0.10813704496788008	art,0.07066381156316917	royalty,0.06423982869379015	film/tv,0.042826552462526764	sports,0.022483940042826552	music,0.018201284796573874	royalty/religion,0.009635974304068522	politics,0.009635974304068522
Pixies	music,0.6854791299235744	literature,0.10023515579071135	military,0.09817754262198707	art,0.02704291593180482	film/tv,0.022339800117577895	sports,0.01734273956496179	orchestra,0.017048794826572605	royalty,0.01352145796590241	politics,0.01352145796590241	royalty/religion,0.005291005291005291
Powderfinger	music,0.742751713231418	literature,0.08908803373748023	military,0.06905640484976279	film/tv,0.032156035846072746	orchestra,0.01739588824459673	sports,0.016341591987348445	politics,0.016341591987348445	royalty/religion,0.006852925672113864	art,0.005271481286241434	royalty,0.004744333157617291
Preity_Zinta	film/tv,0.6771356783919598	literature,0.12311557788944724	military,0.06972361809045226	music,0.028266331658291458	sports,0.02763819095477387	art,0.026381909547738693	politics,0.017587939698492462	royalty,0.014447236180904523	orchestra,0.008793969849246231	royalty/religion,0.006909547738693468
R.E.M.	music,0.6377457404980341	literature,0.16671035386631716	military,0.09724770642201835	politics,0.028309305373525558	film/tv,0.021231979030144166	sports,0.019134993446920052	royalty,0.008650065530799476	orchestra,0.007863695937090432	royalty/religion,0.007077326343381389	art,0.0060288335517693315
Rachel_Carson	literature,0.5003990422984836	politics,0.18701782388933227	military,0.12902367650971003	music,0.055865921787709494	film/tv,0.04894918861399308	art,0.03378558127161479	orchestra,0.023676509710029263	sports,0.01303538175046555	royalty,0.005852620377760042	royalty/religion,0.0023942537909018356
Radiohead	music,0.7306949806949807	literature,0.07850707850707851	military,0.06917631917631918	film/tv,0.04633204633204633	sports,0.019948519948519948	art,0.019948519948519948	orchestra,0.018983268983268985	politics,0.0074002574002574005	royalty/religion,0.0054697554697554695	royalty,0.0035392535392535394
Rainilaiarivony	politics,0.16346153846153846	royalty/religion,0.15384615384615385	film/tv,0.10576923076923077	literature,0.10576923076923077	military,0.10576923076923077	royalty,0.09615384615384616	sports,0.08653846153846154	art,0.0673076923076923	orchestra,0.0673076923076923	music,0.04807692307692308
Ram_Narayan	film/tv,0.21232876712328766	orchestra,0.136986301369863	music,0.13013698630136986	military,0.1095890410958904	literature,0.0958904109589041	art,0.08904109589041095	royalty,0.0684931506849315	sports,0.0547945205479452	politics,0.0547945205479452	royalty/religion,0.04794520547945205
