#article_name 	topic_name1,topic_prop1	topic_name2,topic_prop2...
R.E.M.	music,0.633229652669777	family life,0.1689994815966822	military,0.07283566614826335	politics,0.035510627268014516	literature + other,0.027475375842405392	film/tv,0.027216174183514776	sports,0.012960082944530845	orchestra,0.008812856402280975	church/royalty,0.006480041472265423	royalty,0.006480041472265423
Rachel_Carson	politics,0.2705975256646486	family life,0.19136614898657542	literature + other,0.18083706238483813	film/tv,0.15609370887075547	military,0.12213740458015267	music,0.04659120821268755	sports,0.010002632271650434	royalty,0.009476177941563569	orchestra,0.008949723611476704	church/royalty,0.003948407475651487
Radiohead	music,0.710727969348659	family life,0.0884418901660281	film/tv,0.05236270753512133	military,0.04565772669220945	orchestra,0.033524904214559385	sports,0.02330779054916986	literature + other,0.017879948914431672	politics,0.012132822477650063	church/royalty,0.008620689655172414	royalty,0.007343550446998723
Rainilaiarivony	politics,0.2	church/royalty,0.14285714285714285	royalty,0.13333333333333333	literature + other,0.11428571428571428	music,0.09523809523809523	military,0.08571428571428572	family life,0.06666666666666667	sports,0.05714285714285714	orchestra,0.05714285714285714	film/tv,0.047619047619047616
Ram_Narayan	orchestra,0.2857142857142857	film/tv,0.10884353741496598	family life,0.10204081632653061	music,0.10204081632653061	royalty,0.08843537414965986	church/royalty,0.08163265306122448	literature + other,0.06802721088435375	politics,0.061224489795918366	sports,0.05442176870748299	military,0.047619047619047616
Ramón_Emeterio_Betances	literature + other,0.3359173126614987	military,0.20736434108527133	politics,0.20284237726098192	family life,0.12467700258397933	royalty,0.037467700258397935	orchestra,0.028423772609819122	church/royalty,0.020025839793281652	music,0.015503875968992248	sports,0.014857881136950904	film/tv,0.012919896640826873
Ray_Emery	sports,0.5606936416184971	military,0.06936416184971098	film/tv,0.06358381502890173	royalty,0.06358381502890173	family life,0.057803468208092484	church/royalty,0.046242774566473986	politics,0.04046242774566474	orchestra,0.04046242774566474	literature + other,0.028901734104046242	music,0.028901734104046242
Rebecca_Clarke	orchestra,0.5074257425742574	family life,0.17986798679867988	film/tv,0.09983498349834984	music,0.056105610561056105	literature + other,0.041254125412541254	royalty,0.034653465346534656	politics,0.02557755775577558	church/royalty,0.0231023102310231	military,0.018151815181518153	sports,0.014026402640264026
Reese_Witherspoon	film/tv,0.6613272311212814	music,0.16018306636155608	sports,0.03775743707093822	family life,0.036613272311212815	military,0.034324942791762014	politics,0.02517162471395881	church/royalty,0.012585812356979404	royalty,0.012585812356979404	literature + other,0.011441647597254004	orchestra,0.008009153318077803
Rhys_ap_Gruffydd	orchestra,0.32558139534883723	church/royalty,0.2372093023255814	royalty,0.13488372093023257	family life,0.06046511627906977	politics,0.06046511627906977	military,0.06046511627906977	sports,0.04186046511627907	literature + other,0.03255813953488372	film/tv,0.023255813953488372	music,0.023255813953488372
Richard_Gavin_Reid	sports,0.15789473684210525	royalty,0.14473684210526316	music,0.13157894736842105	politics,0.10526315789473684	literature + other,0.09210526315789473	military,0.09210526315789473	family life,0.07894736842105263	film/tv,0.06578947368421052	church/royalty,0.06578947368421052	orchestra,0.06578947368421052
Richard_Hakluyt	film/tv,0.5227765726681128	literature + other,0.11117136659436008	family life,0.0878524945770065	church/royalty,0.07266811279826464	royalty,0.06616052060737528	politics,0.055314533622559656	military,0.026030368763557483	orchestra,0.02440347071583514	music,0.02386117136659436	sports,0.009761388286334056
Richard_Hawes	politics,0.2222222222222222	royalty,0.1111111111111111	music,0.1111111111111111	orchestra,0.09722222222222222	family life,0.08333333333333333	military,0.08333333333333333	film/tv,0.08333333333333333	sports,0.06944444444444445	literature + other,0.06944444444444445	church/royalty,0.06944444444444445
Richard_II_d'Angleterre	royalty,0.38266068759342303	family life,0.21101145989038367	military,0.1920777279521674	church/royalty,0.1382660687593423	literature + other,0.02466367713004484	politics,0.012207274539113104	music,0.010712506228201295	film/tv,0.010214250124564025	sports,0.009466865969108122	orchestra,0.008719481813652218
Richard_Williams_(officier_australien)	military,0.5742138364779874	family life,0.17987421383647798	sports,0.06981132075471698	politics,0.06729559748427673	film/tv,0.04150943396226415	royalty,0.016981132075471698	music,0.016352201257861635	literature + other,0.011949685534591196	orchestra,0.011949685534591196	church/royalty,0.010062893081761006
Robert_Catesby	royalty,0.2767857142857143	family life,0.11607142857142858	military,0.10714285714285714	church/royalty,0.10714285714285714	literature + other,0.09821428571428571	politics,0.08928571428571429	film/tv,0.05357142857142857	orchestra,0.05357142857142857	music,0.05357142857142857	sports,0.044642857142857144
Robert_de_Jumièges	church/royalty,0.5484199796126402	family life,0.16615698267074414	military,0.09683995922528033	royalty,0.09378185524974515	politics,0.0254841997961264	literature + other,0.01834862385321101	film/tv,0.0163098878695209	music,0.014271151885830785	sports,0.011213047910295617	orchestra,0.009174311926605505
Robert_Falcon_Scott	family life,0.6433656957928803	military,0.16213592233009708	sports,0.040129449838187704	royalty,0.03656957928802589	film/tv,0.032362459546925564	literature + other,0.02977346278317152	politics,0.021035598705501618	church/royalty,0.015857605177993526	orchestra,0.010032362459546926	music,0.008737864077669903
Robert_Peake_le_Vieux	church/royalty,0.15333333333333332	royalty,0.14666666666666667	orchestra,0.14666666666666667	family life,0.12	literature + other,0.12	politics,0.07333333333333333	military,0.07333333333333333	sports,0.06	film/tv,0.05333333333333334	music,0.05333333333333334
Roderic_Dallas	sports,0.18309859154929578	military,0.14084507042253522	royalty,0.1267605633802817	politics,0.08450704225352113	film/tv,0.08450704225352113	church/royalty,0.08450704225352113	orchestra,0.08450704225352113	family life,0.07042253521126761	literature + other,0.07042253521126761	music,0.07042253521126761
Roger_Waters	music,0.5851393188854489	family life,0.1238390092879257	military,0.10758513931888544	film/tv,0.06578947368421052	orchestra,0.03018575851393189	sports,0.02631578947368421	literature + other,0.025541795665634675	church/royalty,0.017027863777089782	royalty,0.010835913312693499	politics,0.007739938080495356
Rogers_Hornsby	sports,0.5517241379310345	family life,0.06321839080459771	film/tv,0.06321839080459771	literature + other,0.05747126436781609	politics,0.05172413793103448	military,0.05172413793103448	music,0.04597701149425287	church/royalty,0.040229885057471264	orchestra,0.040229885057471264	royalty,0.034482758620689655
Roman_Vishniac	family life,0.36394557823129253	literature + other,0.2534013605442177	military,0.15136054421768708	film/tv,0.07936507936507936	politics,0.05045351473922902	orchestra,0.04591836734693878	music,0.023809523809523808	sports,0.017573696145124718	royalty,0.008503401360544218	church/royalty,0.005668934240362812
Ronald_Niel_Stuart	military,0.22916666666666666	family life,0.14583333333333334	politics,0.125	film/tv,0.10416666666666667	royalty,0.08333333333333333	orchestra,0.07291666666666667	sports,0.0625	literature + other,0.0625	music,0.0625	church/royalty,0.052083333333333336
Roy_Kilner	sports,0.19117647058823528	church/royalty,0.11764705882352941	orchestra,0.11764705882352941	military,0.10294117647058823	literature + other,0.08823529411764706	film/tv,0.08823529411764706	family life,0.07352941176470588	politics,0.07352941176470588	royalty,0.07352941176470588	music,0.07352941176470588
Roy_Welensky	politics,0.4046511627906977	sports,0.15813953488372093	military,0.10930232558139535	family life,0.09534883720930233	royalty,0.07441860465116279	church/royalty,0.044186046511627906	orchestra,0.044186046511627906	literature + other,0.030232558139534883	music,0.020930232558139535	film/tv,0.018604651162790697
Ruby_Laffoon	politics,0.1746031746031746	music,0.1111111111111111	family life,0.09523809523809523	literature + other,0.09523809523809523	military,0.09523809523809523	film/tv,0.09523809523809523	church/royalty,0.09523809523809523	sports,0.07936507936507936	royalty,0.07936507936507936	orchestra,0.07936507936507936
Rudolf_Caracciola	orchestra,0.33773021403683423	sports,0.28372324539571925	military,0.21553011448481832	family life,0.11946241911398706	royalty,0.015430562468889995	politics,0.008461921353907416	film/tv,0.007964161274265804	music,0.005724240915878547	church/royalty,0.0037332005973120955	literature + other,0.002239920358387257
Rudolf_Vrba	military,0.5561224489795918	family life,0.15901360544217688	orchestra,0.07142857142857142	literature + other,0.058673469387755105	politics,0.041666666666666664	sports,0.039965986394557826	church/royalty,0.02976190476190476	film/tv,0.022108843537414966	music,0.011054421768707483	royalty,0.01020408163265306
Rudolf_Wolters	military,0.36538461538461536	politics,0.08653846153846154	orchestra,0.07692307692307693	music,0.07692307692307693	family life,0.0673076923076923	sports,0.0673076923076923	literature + other,0.0673076923076923	church/royalty,0.0673076923076923	royalty,0.0673076923076923	film/tv,0.057692307692307696
Rudolph_Cartier	film/tv,0.36075949367088606	family life,0.10759493670886076	military,0.08860759493670886	music,0.08860759493670886	royalty,0.08227848101265822	politics,0.06329113924050633	orchestra,0.06329113924050633	sports,0.056962025316455694	literature + other,0.05063291139240506	church/royalty,0.0379746835443038
Rufus_Griswold	film/tv,0.39453595821615106	family life,0.2394535958216151	military,0.12494977902772197	literature + other,0.08919244676576939	royalty,0.05504218561671354	politics,0.02490960224989956	sports,0.022900763358778626	music,0.020490156689433506	orchestra,0.018481317798312576	church/royalty,0.010044194455604661
Rush_(groupe)	music,0.6799410029498525	family life,0.12868731563421829	military,0.05309734513274336	literature + other,0.03982300884955752	sports,0.02654867256637168	orchestra,0.022492625368731565	politics,0.018067846607669618	film/tv,0.014749262536873156	church/royalty,0.009587020648967551	royalty,0.007005899705014749
Russell_T_Davies	film/tv,0.3659574468085106	music,0.16170212765957448	family life,0.10212765957446808	sports,0.07234042553191489	literature + other,0.06808510638297872	military,0.06382978723404255	church/royalty,0.05106382978723404	orchestra,0.04680851063829787	royalty,0.03829787234042553	politics,0.029787234042553193
Rutherford_Birchard_Hayes	politics,0.7049222137209895	military,0.14486100484570263	family life,0.06885998469778118	film/tv,0.02116806937005866	royalty,0.018872736546799287	sports,0.015047181841366998	literature + other,0.013006885998469778	church/royalty,0.0045906656465187455	orchestra,0.004335628666156593	music,0.004335628666156593
S.H.E	music,0.49830508474576274	film/tv,0.14915254237288136	family life,0.0711864406779661	politics,0.06779661016949153	orchestra,0.04858757062146893	sports,0.04632768361581921	literature + other,0.04406779661016949	military,0.02824858757062147	church/royalty,0.02711864406779661	royalty,0.0192090395480226
Sabri_al_Banna	military,0.20754716981132076	family life,0.11320754716981132	politics,0.11320754716981132	music,0.10377358490566038	film/tv,0.09433962264150944	church/royalty,0.09433962264150944	literature + other,0.08490566037735849	royalty,0.07547169811320754	orchestra,0.0660377358490566	sports,0.04716981132075472
Sadruddin_Aga_Khan	royalty,0.1414141414141414	military,0.13131313131313133	film/tv,0.13131313131313133	church/royalty,0.13131313131313133	orchestra,0.12121212121212122	family life,0.08080808080808081	sports,0.0707070707070707	music,0.0707070707070707	literature + other,0.06060606060606061	politics,0.06060606060606061
Samantha_Smith	politics,0.31213872832369943	family life,0.22295623451692817	military,0.17836498761354252	literature + other,0.07762180016515277	film/tv,0.07431874483897605	royalty,0.04706853839801817	music,0.02559867877786953	sports,0.023947151114781174	orchestra,0.02064409578860446	church/royalty,0.017341040462427744
Samuel_Johnson	film/tv,0.3174920793730198	family life,0.3021510755377689	literature + other,0.17158579289644824	military,0.10221777555444389	royalty,0.04719026179756545	politics,0.026346506586626645	orchestra,0.014173753543438385	sports,0.008170752042688011	church/royalty,0.005336001334000333	music,0.005336001334000333
Sandra_Morgan	sports,0.6018518518518519	family life,0.1412037037037037	military,0.09953703703703703	film/tv,0.036265432098765434	politics,0.02854938271604938	music,0.026234567901234566	royalty,0.02546296296296296	literature + other,0.020833333333333332	orchestra,0.011574074074074073	church/royalty,0.008487654320987654
Sandy_Koufax	sports,0.452914798206278	military,0.1210762331838565	film/tv,0.09865470852017937	orchestra,0.07623318385650224	music,0.06726457399103139	family life,0.05829596412556054	literature + other,0.04035874439461883	royalty,0.03587443946188341	church/royalty,0.026905829596412557	politics,0.02242152466367713
Sarah_Churchill	royalty,0.5580952380952381	family life,0.19682539682539682	military,0.12698412698412698	politics,0.029523809523809525	film/tv,0.028888888888888888	literature + other,0.01904761904761905	church/royalty,0.01746031746031746	sports,0.010793650793650795	music,0.006349206349206349	orchestra,0.006031746031746032
Sarah_Trimmer	literature + other,0.5253348864298194	family life,0.16569598136284217	film/tv,0.1415259172976121	military,0.0687245195107746	royalty,0.033197437390797904	music,0.0180547466511357	politics,0.01485148514851485	sports,0.013686662783925451	orchestra,0.010483401281304601	church/royalty,0.00844496214327315
Sasha_(disc_jockey)	music,0.5897435897435898	sports,0.07179487179487179	family life,0.06153846153846154	orchestra,0.046153846153846156	politics,0.041025641025641026	military,0.041025641025641026	film/tv,0.041025641025641026	royalty,0.041025641025641026	church/royalty,0.035897435897435895	literature + other,0.03076923076923077
Satyajit_Ray	film/tv,0.4176267281105991	family life,0.2572004608294931	military,0.0907258064516129	literature + other,0.0858294930875576	orchestra,0.057027649769585256	sports,0.02534562211981567	music,0.02390552995391705	royalty,0.02131336405529954	politics,0.012096774193548387	church/royalty,0.008928571428571428
Sebastian_Shaw_(acteur)	film/tv,0.25773195876288657	music,0.15463917525773196	family life,0.10309278350515463	orchestra,0.08247422680412371	politics,0.07216494845360824	military,0.07216494845360824	royalty,0.07216494845360824	sports,0.061855670103092786	literature + other,0.061855670103092786	church/royalty,0.061855670103092786
Selena	music,0.4170403587443946	family life,0.18236173393124067	film/tv,0.09865470852017937	orchestra,0.07025411061285501	politics,0.04932735426008968	royalty,0.04932735426008968	military,0.04783258594917788	sports,0.04633781763826607	literature + other,0.028400597907324365	church/royalty,0.01046337817638266
Sex_Pistols	music,0.5493767976989453	family life,0.15196548418024927	military,0.11409395973154363	film/tv,0.07861936720997123	royalty,0.025407478427612654	sports,0.019654841802492808	literature + other,0.017737296260786194	church/royalty,0.017737296260786194	orchestra,0.016778523489932886	politics,0.00862895493767977
Shelton_Benjamin	sports,0.6864951768488746	music,0.11012861736334405	film/tv,0.0522508038585209	family life,0.05064308681672026	military,0.027331189710610933	politics,0.024115755627009645	literature + other,0.014469453376205787	orchestra,0.012861736334405145	church/royalty,0.011254019292604502	royalty,0.01045016077170418
Shen_Kuo	literature + other,0.46542827657378744	family life,0.22239422084623323	military,0.1323529411764706	politics,0.06682146542827658	orchestra,0.03715170278637771	church/royalty,0.028379772961816305	film/tv,0.014963880288957688	royalty,0.013415892672858616	music,0.012641898864809082	sports,0.006449948400412796
Sid_Barnes	sports,0.46153846153846156	politics,0.0673076923076923	church/royalty,0.0673076923076923	royalty,0.0673076923076923	music,0.0673076923076923	literature + other,0.057692307692307696	military,0.057692307692307696	film/tv,0.057692307692307696	family life,0.04807692307692308	orchestra,0.04807692307692308
Sigi_Schmid	sports,0.4972375690607735	film/tv,0.09392265193370165	military,0.08839779005524862	politics,0.0718232044198895	music,0.0718232044198895	family life,0.03867403314917127	orchestra,0.03867403314917127	literature + other,0.03314917127071823	church/royalty,0.03314917127071823	royalty,0.03314917127071823
Silverchair	music,0.6387959866220736	film/tv,0.10033444816053512	sports,0.043478260869565216	literature + other,0.043478260869565216	politics,0.03678929765886288	family life,0.033444816053511704	military,0.033444816053511704	church/royalty,0.026755852842809364	royalty,0.026755852842809364	orchestra,0.016722408026755852
Siméon_Ier_de_Bulgarie	church/royalty,0.5007032348804501	military,0.2250351617440225	politics,0.09095171120487576	family life,0.05625879043600562	royalty,0.0450070323488045	literature + other,0.03656821378340366	orchestra,0.02203469292076887	film/tv,0.009376465072667605	music,0.007501172058134084	sports,0.006563525550867323
Simon_Bolivar_Buckner,_Sr.	military,0.45425867507886436	politics,0.2082018927444795	family life,0.15141955835962145	music,0.03470031545741325	church/royalty,0.031545741324921134	film/tv,0.028391167192429023	royalty,0.028391167192429023	sports,0.025236593059936908	literature + other,0.01892744479495268	orchestra,0.01892744479495268
Siward_de_Northumbrie	church/royalty,0.3953488372093023	royalty,0.16279069767441862	family life,0.06976744186046512	military,0.06201550387596899	film/tv,0.06201550387596899	literature + other,0.05426356589147287	politics,0.05426356589147287	orchestra,0.05426356589147287	sports,0.046511627906976744	music,0.03875968992248062
Slayer	music,0.6756085444610035	military,0.11177347242921014	family life,0.10034773969200199	literature + other,0.031793343268753105	film/tv,0.020864381520119227	orchestra,0.017386984600099353	politics,0.01639344262295082	sports,0.015399900645802286	royalty,0.00546448087431694	church/royalty,0.004967709885742673
Soliman_le_Magnifique	church/royalty,0.37452901281085155	military,0.2192916352675207	politics,0.14091936699321778	family life,0.0904295403165034	literature + other,0.06330067822155237	royalty,0.048982667671439335	orchestra,0.022984174830444612	film/tv,0.021477015825169556	sports,0.012057272042200452	music,0.006028636021100226
Solomon_P._Sharp	politics,0.27631578947368424	military,0.09210526315789473	church/royalty,0.09210526315789473	family life,0.07894736842105263	sports,0.07894736842105263	literature + other,0.07894736842105263	film/tv,0.07894736842105263	royalty,0.07894736842105263	orchestra,0.07894736842105263	music,0.06578947368421052
Stamáta_Revíthi	sports,0.24372759856630824	family life,0.20430107526881722	military,0.1971326164874552	literature + other,0.09498207885304659	royalty,0.08243727598566308	politics,0.06093189964157706	church/royalty,0.04659498207885305	music,0.034050179211469536	film/tv,0.023297491039426525	orchestra,0.012544802867383513
Stan_Musial	sports,0.6126126126126126	church/royalty,0.08108108108108109	politics,0.06306306306306306	music,0.04504504504504504	military,0.04054054054054054	royalty,0.04054054054054054	family life,0.03153153153153153	orchestra,0.03153153153153153	literature + other,0.02702702702702703	film/tv,0.02702702702702703
Stanley_Holloway	film/tv,0.5525672371638142	music,0.19315403422982885	royalty,0.04645476772616137	family life,0.039119804400977995	sports,0.03178484107579462	military,0.03178484107579462	orchestra,0.03178484107579462	literature + other,0.029339853300733496	church/royalty,0.02689486552567237	politics,0.017114914425427872
Stede_Bonnet	family life,0.23300970873786409	military,0.20388349514563106	sports,0.11650485436893204	royalty,0.0970873786407767	church/royalty,0.0825242718446602	music,0.0825242718446602	politics,0.06310679611650485	film/tv,0.06310679611650485	orchestra,0.03398058252427184	literature + other,0.024271844660194174
Stephen_Crane	film/tv,0.4610091743119266	family life,0.12614678899082568	literature + other,0.10321100917431193	music,0.07568807339449542	royalty,0.06880733944954129	politics,0.06422018348623854	sports,0.03211009174311927	church/royalty,0.02522935779816514	military,0.022935779816513763	orchestra,0.020642201834862386
Stereolab	music,0.5368171021377672	film/tv,0.12589073634204276	orchestra,0.08076009501187649	family life,0.047505938242280284	politics,0.04513064133016627	royalty,0.04513064133016627	military,0.040380047505938245	sports,0.028503562945368172	literature + other,0.028503562945368172	church/royalty,0.021377672209026127
Steve_Bruce	sports,0.6853097345132744	military,0.12424778761061947	family life,0.12283185840707965	music,0.016991150442477877	politics,0.014867256637168142	film/tv,0.013805309734513275	royalty,0.010973451327433627	literature + other,0.0038938053097345134	church/royalty,0.0035398230088495575	orchestra,0.0035398230088495575
Steve_Dodd	film/tv,0.14864864864864866	music,0.14864864864864866	sports,0.10810810810810811	military,0.10810810810810811	family life,0.0945945945945946	literature + other,0.0945945945945946	politics,0.08108108108108109	church/royalty,0.08108108108108109	royalty,0.06756756756756757	orchestra,0.06756756756756757
Stigand	church/royalty,0.612152553329024	family life,0.11312217194570136	military,0.1092436974789916	royalty,0.08209437621202327	politics,0.027149321266968326	literature + other,0.023270846800258566	sports,0.00904977375565611	orchestra,0.00904977375565611	music,0.008403361344537815	film/tv,0.006464124111182934
Strapping_Young_Lad	music,0.6520100502512562	family life,0.10678391959798995	military,0.06155778894472362	film/tv,0.05527638190954774	sports,0.02763819095477387	orchestra,0.02386934673366834	royalty,0.022613065326633167	literature + other,0.018844221105527637	politics,0.017587939698492462	church/royalty,0.013819095477386936
Susianna_Kentikian	sports,0.2348993288590604	film/tv,0.15436241610738255	military,0.1342281879194631	family life,0.09395973154362416	music,0.09395973154362416	orchestra,0.087248322147651	church/royalty,0.06711409395973154	literature + other,0.04697986577181208	royalty,0.04697986577181208	politics,0.040268456375838924
Sviatoslav_Ier	church/royalty,0.34057971014492755	family life,0.10869565217391304	orchestra,0.10144927536231885	royalty,0.09420289855072464	politics,0.08695652173913043	military,0.07246376811594203	sports,0.06521739130434782	literature + other,0.043478260869565216	film/tv,0.043478260869565216	music,0.043478260869565216
Sydney_Newman	film/tv,0.33418367346938777	family life,0.2540816326530612	military,0.1306122448979592	sports,0.06785714285714285	literature + other,0.0673469387755102	politics,0.05663265306122449	music,0.045408163265306126	orchestra,0.020918367346938777	royalty,0.012755102040816327	church/royalty,0.01020408163265306
Sylvanus_Morley	literature + other,0.3270440251572327	politics,0.11949685534591195	family life,0.11320754716981132	military,0.0880503144654088	music,0.08176100628930817	church/royalty,0.06289308176100629	orchestra,0.06289308176100629	film/tv,0.05660377358490566	royalty,0.050314465408805034	sports,0.03773584905660377
Tarrare	family life,0.35789473684210527	military,0.28771929824561404	film/tv,0.08421052631578947	politics,0.07368421052631578	orchestra,0.05263157894736842	literature + other,0.031578947368421054	royalty,0.031578947368421054	sports,0.028070175438596492	church/royalty,0.028070175438596492	music,0.02456140350877193
The_Kinks	music,0.6169597151123971	family life,0.16447807700868017	military,0.08568884932116626	film/tv,0.05252615179167594	literature + other,0.02270198085911418	orchestra,0.018918317382595147	sports,0.013799243267304697	politics,0.00979301135099043	church/royalty,0.009347874471399956	royalty,0.005786779434676163
The_Orb	music,0.7206537890044576	family life,0.13038632986627044	military,0.06426448736998513	orchestra,0.023031203566121844	film/tv,0.018945022288261514	literature + other,0.01448736998514116	politics,0.010401188707280832	sports,0.009658246656760773	church/royalty,0.004086181277860327	royalty,0.004086181277860327
The_Smashing_Pumpkins	music,0.6830245368052078	family life,0.1342013019529294	military,0.05157736604907361	film/tv,0.037055583375062595	orchestra,0.03505257886830245	sports,0.022033049574361543	literature + other,0.012518778167250876	politics,0.010015022533800702	church/royalty,0.009013520280420632	royalty,0.005508262393590386
The_Wiggles	music,0.2558139534883721	family life,0.10465116279069768	politics,0.09302325581395349	military,0.09302325581395349	film/tv,0.09302325581395349	sports,0.08139534883720931	literature + other,0.08139534883720931	royalty,0.08139534883720931	church/royalty,0.05813953488372093	orchestra,0.05813953488372093
Theoren_Fleury	sports,0.7117988394584139	military,0.08897485493230174	family life,0.048355899419729204	music,0.03288201160541586	film/tv,0.025145067698259187	church/royalty,0.02127659574468085	royalty,0.02127659574468085	politics,0.019342359767891684	orchestra,0.019342359767891684	literature + other,0.01160541586073501
Théramène	literature + other,0.25	military,0.13333333333333333	politics,0.12222222222222222	family life,0.1	sports,0.1	royalty,0.1	church/royalty,0.06111111111111111	film/tv,0.05	orchestra,0.044444444444444446	music,0.03888888888888889
Thérèse-Christine_de_Bourbon-Siciles	royalty,0.4762337269149258	family life,0.28701180744777477	military,0.11837723281864972	literature + other,0.04026642446260975	orchestra,0.020587344838026038	politics,0.019981834695731154	film/tv,0.012715712988192553	church/royalty,0.010899182561307902	sports,0.008477141992128368	music,0.005449591280653951
Thibaut_du_Bec	church/royalty,0.6225839267548321	military,0.12563580874872837	family life,0.08799593082400814	royalty,0.0752797558494405	politics,0.06256358087487283	literature + other,0.010681586978636826	sports,0.004577822990844354	music,0.004577822990844354	film/tv,0.003051881993896236	orchestra,0.003051881993896236
Thích_Quảng_Đức	orchestra,0.2969187675070028	military,0.14285714285714285	literature + other,0.12605042016806722	music,0.12324929971988796	politics,0.09243697478991597	family life,0.08683473389355742	sports,0.03361344537815126	church/royalty,0.03361344537815126	royalty,0.03361344537815126	film/tv,0.03081232492997199
Thomas_Beecham	orchestra,0.5011933174224343	family life,0.11694510739856802	military,0.06921241050119331	film/tv,0.06921241050119331	literature + other,0.057279236276849645	royalty,0.05489260143198091	politics,0.0405727923627685	music,0.03579952267303103	church/royalty,0.028639618138424822	sports,0.026252983293556086
Thomas_Blamey	military,0.6405090137857901	family life,0.14262990455991517	politics,0.08483563096500531	royalty,0.03340402969247084	film/tv,0.025980911983032873	sports,0.022269353128313893	church/royalty,0.014316012725344645	orchestra,0.012725344644750796	literature + other,0.012195121951219513	music,0.011134676564156946
Thomas_C._Kinkaid	military,0.140625	music,0.140625	sports,0.125	family life,0.09375	church/royalty,0.09375	orchestra,0.09375	literature + other,0.078125	politics,0.078125	film/tv,0.078125	royalty,0.078125
Thomas_Cranmer	literature + other,0.2923838209982788	royalty,0.2037435456110155	military,0.1699655765920826	politics,0.16845955249569708	church/royalty,0.07185886402753873	family life,0.06303786574870912	film/tv,0.01549053356282272	orchestra,0.006024096385542169	music,0.005593803786574871	sports,0.0034423407917383822
Thomas_Crean	family life,0.6999059266227657	military,0.1317027281279398	sports,0.043273753527751646	politics,0.041392285983066796	royalty,0.030103480714957668	church/royalty,0.01599247412982126	film/tv,0.014111006585136407	orchestra,0.00940733772342427	music,0.008466603951081843	literature + other,0.005644402634054563
Thomas_Crisp	military,0.23255813953488372	family life,0.13178294573643412	church/royalty,0.12403100775193798	politics,0.10077519379844961	royalty,0.10077519379844961	orchestra,0.09302325581395349	film/tv,0.07751937984496124	sports,0.06201550387596899	literature + other,0.03875968992248062	music,0.03875968992248062
Thomas_de_Bayeux	church/royalty,0.2840909090909091	film/tv,0.11363636363636363	royalty,0.11363636363636363	military,0.09090909090909091	family life,0.07954545454545454	sports,0.06818181818181818	literature + other,0.06818181818181818	politics,0.06818181818181818	orchestra,0.056818181818181816	music,0.056818181818181816
Thomas_le_Slave	church/royalty,0.46676406135865595	military,0.28780131482834187	family life,0.15887509130752375	royalty,0.0295836376917458	literature + other,0.025931336742147554	politics,0.008035062089116142	orchestra,0.006574141709276844	sports,0.00620891161431702	film/tv,0.005843681519357195	music,0.004382761139517896
Thomas_Percy_(comploteur)	royalty,0.24354243542435425	church/royalty,0.16236162361623616	military,0.15498154981549817	family life,0.13653136531365315	orchestra,0.0959409594095941	literature + other,0.06642066420664207	politics,0.055350553505535055	music,0.03690036900369004	film/tv,0.025830258302583026	sports,0.02214022140221402
Thomas_R._Marshall	politics,0.41568627450980394	family life,0.16470588235294117	military,0.11764705882352941	music,0.09411764705882353	sports,0.07058823529411765	royalty,0.03137254901960784	orchestra,0.03137254901960784	literature + other,0.027450980392156862	film/tv,0.023529411764705882	church/royalty,0.023529411764705882
Thorisind	orchestra,0.6606217616580311	church/royalty,0.13471502590673576	military,0.04145077720207254	royalty,0.031088082901554404	politics,0.025906735751295335	sports,0.023316062176165803	film/tv,0.023316062176165803	music,0.023316062176165803	literature + other,0.02072538860103627	family life,0.015544041450777202
Thrasybule_(Athènes)	military,0.2524271844660194	literature + other,0.18770226537216828	church/royalty,0.18122977346278318	family life,0.12944983818770225	sports,0.07766990291262135	politics,0.06472491909385113	royalty,0.038834951456310676	music,0.025889967637540454	orchestra,0.022653721682847898	film/tv,0.019417475728155338
Tim_Duncan	sports,0.7196029776674938	family life,0.08188585607940446	military,0.05893300248138958	film/tv,0.04652605459057072	music,0.039081885856079406	orchestra,0.014267990074441687	literature + other,0.01240694789081886	politics,0.011786600496277916	royalty,0.008064516129032258	church/royalty,0.007444168734491315
Tiny_Thompson	sports,0.8388195232690124	family life,0.03745743473325766	military,0.03745743473325766	music,0.02043132803632236	orchestra,0.018161180476730987	royalty,0.012485811577752554	film/tv,0.011350737797956867	literature + other,0.009080590238365494	politics,0.007945516458569807	church/royalty,0.00681044267877412
Tiridate_Ier_d'Arménie	church/royalty,0.4888086642599278	military,0.18989169675090253	family life,0.16028880866425993	royalty,0.05198555956678701	orchestra,0.0332129963898917	literature + other,0.025992779783393503	politics,0.018050541516245487	sports,0.012996389891696752	film/tv,0.011552346570397111	music,0.007220216606498195
Tom_Derrick	military,0.16129032258064516	sports,0.11290322580645161	family life,0.0967741935483871	film/tv,0.0967741935483871	royalty,0.0967741935483871	orchestra,0.0967741935483871	music,0.0967741935483871	literature + other,0.08064516129032258	politics,0.08064516129032258	church/royalty,0.08064516129032258
Tom_Pryce	sports,0.5912087912087912	military,0.0945054945054945	family life,0.07472527472527472	film/tv,0.06593406593406594	orchestra,0.04835164835164835	royalty,0.03956043956043956	politics,0.026373626373626374	literature + other,0.02197802197802198	music,0.01978021978021978	church/royalty,0.017582417582417582
